X,GeneID,logFC_CK1a.ctrl,adjpval_CK1a.ctrl,logFC_CK1aL.ctrl,adjpval_CK1aL.ctrl,logFC_CK1e.ctrl,adjpval_CK1e.ctrl,logFC_CK1d.ctrl,adjpval_CK1d.ctrl,logFC_DVL3.ctrl,adjpval_DVL3.ctrl,logFC_CK1a.wnt3a,adjpval_CK1a.wnt3a,logFC_CK1aL.wnt3a,adjpval_CK1aL.wnt3a,logFC_CK1d.wnt3a,adjpval_CK1d.wnt3a,logFC_CK1e.wnt3a,adjpval_CK1e.wnt3a,logFC_DVL3.wnt3a,adjpval_DVL3.wnt3a
405,COIL,0.690103115,0.459085583,0.492126339,0.572364733,-3.392979211,0.000132577,-2.463093885,0.003664815,-4.844320005,3.52E-07,1.712506707,0.847058691,-1.474665407,0.912988224,0.413569488,0.999991444,1.503225595,0.738549153,0.076144671,0.997070617
406,COPA,0.408259863,0.232378252,0.972794623,0.002870888,0.225692403,0.472714185,2.240565512,5.17E-09,2.109610961,1.52E-08,-0.142798902,0.999147126,0.16402531,0.998328456,0.030078287,0.999991444,0.232198941,0.993534608,0.16321917,0.997070617
407,COPB1,-2.996514979,1.56E-05,0.810626192,0.168197222,-0.791500241,0.165252721,0.090530599,0.882552132,-0.142857947,0.810142337,0.110087664,0.999147126,-0.417352722,0.998328456,0.248017229,0.999991444,0.561507826,0.94826547,0.557479266,0.997070617
408,COPG2,0.891129795,0.218778898,-2.578402222,0.000274856,-1.156125559,0.076614718,-1.474025946,0.025021833,-2.401613365,0.000414211,-0.877116422,0.999147126,0.341181161,0.998328456,0.257500661,0.999991444,-0.100804589,0.994070948,-0.290814686,0.997070617
409,COPZ1,-0.664213357,0.552626953,-1.026212533,0.316249455,-1.498813917,0.127732459,-1.377619094,0.161813525,0.101017287,0.921094614,0.38323128,0.999147126,1.129819107,0.998328456,-0.153367172,0.999991444,0.080080892,0.994070948,-2.539034482,0.485551648
410,CORO1C,-2.968556946,3.17E-05,-1.97023763,0.001783505,-1.872679583,0.002344194,-3.678456046,1.50E-07,-1.585746818,0.008124511,0.446035518,0.999147126,0.343776453,0.998328456,-0.502488609,0.999991444,0.594748574,0.94826547,-0.149918378,0.997070617
411,CORO7,-1.417200041,6.58E-07,-0.075104436,0.755709665,-1.680374132,2.62E-09,-1.270936335,8.25E-07,0.141029579,0.53977109,-0.03004263,0.999147126,0.057310827,0.998328456,0.041799173,0.999991444,0.549549827,0.466692676,0.112346279,0.997070617
412,CPSF1,-1.93656789,0.006583574,-1.933603337,0.003910704,-1.335577252,0.036514004,-1.532310475,0.017088566,-2.865666507,2.90E-05,-0.05204308,0.999147126,-0.048296565,0.998328456,-0.255511264,0.999991444,-1.073727854,0.760665602,-0.231156707,0.997070617
413,CPSF2,-2.868163601,0.00018048,-1.795653874,0.008420378,-3.023078763,2.54E-05,-3.314724206,5.49E-06,-4.428955772,1.75E-08,-0.103407431,0.999147126,0.318334411,0.998328456,0.65557794,0.999991444,-0.064563713,0.994070948,0.052905955,0.997070617
414,CPSF3,-2.393477379,0.025295518,-3.559590089,0.000615212,0.60744637,0.539992383,-0.915000044,0.347132813,0.000325942,0.999701496,-0.57643783,0.999147126,0.280161331,0.998328456,1.506526217,0.999991444,-2.146059973,0.613571422,-2.080706988,0.694703275
415,CPSF6,-2.420128469,0.003650057,-0.478596647,0.539960356,-3.461746969,2.14E-05,-1.688572498,0.023282459,-4.514465001,1.57E-07,-0.098148086,0.999147126,0.171937382,0.998328456,-0.139938284,0.999991444,0.370911599,0.994070948,0.03616203,0.997070617
416,CPSF7,-2.442105852,0.000591592,-2.575239657,0.00013153,-1.742040572,0.005789894,-1.308711583,0.034094488,-2.308928,0.000329013,0.733502879,0.999147126,-0.269321704,0.998328456,-1.027223404,0.999991444,0.169570452,0.994070948,0.002186373,0.998532422
417,CREBBP,-1.266530184,0.058690658,-2.813189166,3.10E-05,-1.938929402,0.002088948,-1.451118709,0.017865572,-3.205503033,2.30E-06,-0.254898751,0.999147126,0.467202647,0.998328456,0.270736093,0.999991444,0.295179348,0.994070948,0.506504047,0.997070617
418,CREBRF,4.122043627,0.001112773,0.25422266,0.835400652,0.93754483,0.399362918,1.667794844,0.130437505,2.551208136,0.021205699,-0.240124458,0.999147126,1.588372142,0.998328456,0.845280229,0.999991444,2.463598666,0.613571422,-0.305232455,0.997070617
419,CRKL,4.856646917,2.35E-07,4.617040418,1.39E-07,3.171964798,5.93E-05,4.156764719,7.07E-07,2.806180338,0.000234502,0.414084424,0.999147126,-0.11234001,0.998328456,-1.266619406,0.999991444,0.433641082,0.994070948,0.301278904,0.997070617
420,CRLF3,0.189346495,0.85532057,-0.323569043,0.72920789,-0.148898727,0.875094165,-0.463950807,0.611522633,-1.51199364,0.084101738,-0.0115006,0.999147126,0.35260277,0.998328456,0.947311315,0.999991444,0.199545443,0.994070948,-0.161074398,0.997070617
421,CRNKL1,-1.059283427,0.176003585,-1.759465219,0.016612643,-1.637781006,0.021682278,-1.548560759,0.029278968,-2.67356763,0.000300931,0.30074437,0.999147126,-0.568670636,0.998328456,-1.087714893,0.999991444,-0.062114568,0.994070948,0.213742734,0.997070617
422,CROCC,1.446057342,0.060630265,-0.553293074,0.449050114,-0.106441623,0.888042083,-0.668137122,0.341638151,0.511350544,0.471707259,-0.046430725,0.999147126,0.094564521,0.998328456,0.058483573,0.999991444,-2.283465372,0.15465546,-0.649666384,0.997070617
423,CRTC3,-3.234465453,0.000215027,-0.992877758,0.197752668,-2.71272681,0.000573873,-2.470664903,0.001438353,-0.635257747,0.400766139,0.801818157,0.999147126,-2.574881057,0.161972904,0.220913253,0.999991444,-0.142323736,0.994070948,-0.665955662,0.997070617
424,CRYBG3,1.59064299,5.18E-07,1.864733167,4.09E-09,1.564873068,1.16E-07,1.749226417,1.00E-08,2.865756662,2.62E-14,-0.111330565,0.999147126,0.121118304,0.998328456,-0.316995208,0.999991444,-0.108430724,0.994070948,-0.170596441,0.997070617
425,CSDE1,-1.420797626,2.52E-08,-1.182635071,2.25E-07,-0.556370336,0.004623709,-0.199997006,0.29727091,-1.026587186,1.71E-06,-0.048576392,0.999147126,-0.201799711,0.998328456,-0.065312151,0.999991444,-0.006393104,0.995726943,0.062634847,0.997070617
426,CSK,-0.552521027,0.574500839,-1.421175571,0.109941669,-0.188671217,0.838923491,-0.700718379,0.425053878,-1.111733646,0.199815816,-0.445859679,0.999147126,0.532557885,0.998328456,-0.606282938,0.999991444,-0.161015684,0.994070948,-0.880136083,0.997070617
427,CSNK1A1,15.19430505,8.13E-29,13.8070252,1.63E-28,5.970045327,6.12E-17,5.940797425,6.19E-17,1.484341183,0.000623538,0.196395575,0.999147126,0.252188205,0.998328456,-0.179701946,0.999991444,-0.269376214,0.994070948,-1.278220102,0.20390034
428,CSNK1A1L,3.089962922,2.92E-05,13.90864744,3.11E-23,1.69033793,0.007120281,1.866494686,0.003140123,0.554789426,0.371717343,-1.038334505,0.999147126,0.208678292,0.998328456,-0.222726269,0.999991444,0.73595824,0.909673093,-0.78165367,0.997070617
429,CSNK1D,1.991998399,0.003014673,0.56242725,0.362441906,1.612980637,0.00782331,14.40231473,2.13E-24,0.077219816,0.898972303,-0.296658616,0.999147126,0.030307327,0.998328456,0.16961837,0.999991444,0.530385709,0.966156547,0.371611849,0.997070617
430,CSNK1E,6.50492753,3.46E-13,3.715373655,4.89E-08,15.97244992,7.30E-27,14.68358063,1.25E-25,5.648434904,8.89E-13,-0.221584467,0.999147126,0.473172429,0.998328456,0.158123795,0.999991444,0.095580583,0.994070948,0.030535825,0.997070617
431,CSNK2A1,1.270432938,0.048775564,2.25763944,0.000350099,1.790313182,0.00297229,1.088411877,0.061882959,4.770593812,2.42E-10,1.455566113,0.693085284,-0.441430309,0.998328456,0.664562339,0.999991444,-0.033504657,0.994070948,0.195106056,0.997070617
432,CSNK2B,2.678702681,0.001462584,1.401655199,0.064678918,1.530120078,0.038729623,1.535318993,0.037825768,3.781783038,3.82E-06,0.135883844,0.999147126,0.201680573,0.998328456,0.585243016,0.999991444,0.456909655,0.994070948,-0.028567421,0.997070617
433,CSPP1,10.30697208,1.61E-25,9.695029537,8.99E-26,12.42696497,1.47E-29,12.09712521,3.85E-29,7.496681988,3.53E-22,-0.053829147,0.999147126,-0.136707118,0.998328456,0.25006044,0.999991444,0.065692133,0.994070948,-0.086105461,0.997070617
434,KAT14 /// PET117,0.399929001,0.5392512,0.187506216,0.762206216,0.220293271,0.713900298,0.394396788,0.502729257,-0.73186284,0.204382992,0.05297724,0.999147126,0.335551975,0.998328456,-0.356664345,0.999991444,-0.209229354,0.994070948,-0.012464988,0.997070617
435,CSTB,5.180321046,9.91E-12,3.103491089,2.27E-07,4.644107962,1.41E-11,4.691363523,1.04E-11,3.426240411,1.52E-08,0.060011004,0.999147126,0.219454442,0.998328456,0.15551266,0.999991444,0.036471475,0.994070948,0.026371981,0.997070617
436,CSTF2,-1.367278943,0.036622742,-0.952044336,0.117550423,-2.654296842,4.03E-05,-2.232516508,0.00035154,-3.053397923,3.42E-06,-1.414096553,0.693085284,0.34778149,0.998328456,-0.447482992,0.999991444,0.320418041,0.994070948,0.751621689,0.997070617
437,CSTF2T,-1.923802032,0.009058699,-1.729777231,0.011979096,-2.426336572,0.000516565,-4.063200198,1.75E-07,-0.492558641,0.464138979,-0.113535176,0.999147126,0.48118133,0.998328456,0.940742803,0.999991444,0.35640595,0.994070948,0.176078243,0.997070617
438,CTDSP2,0.417332265,0.588536636,3.009629468,5.71E-05,1.090250953,0.106219202,0.478563317,0.489416552,0.034994132,0.958474641,1.07280103,0.999147126,-0.875038605,0.998328456,0.647407165,0.999991444,-0.436622398,0.994070948,-0.10909547,0.997070617
439,CTNNA1,-0.205716986,0.615752172,0.747516779,0.04371798,1.80148091,7.45E-06,1.936984511,2.02E-06,-0.238834119,0.515193655,-0.752771256,0.847058691,-0.470432917,0.998328456,0.266856811,0.999991444,0.493399354,0.874639417,-0.411351209,0.997070617
440,CTNNA2,-0.641364463,0.646309676,-0.123135801,0.927587798,0.903028991,0.46814647,2.63327964,0.031851812,-1.042117418,0.400020902,0.877958005,0.999147126,0.631479151,0.998328456,-0.807470485,0.999991444,0.550681505,0.994070948,1.60388307,0.997070617
441,CTNNB1,3.0894661,0.001081999,1.088539266,0.201407812,2.601088558,0.002348513,3.286723263,0.000184674,0.435174615,0.607752261,-0.945309721,0.999147126,1.008681518,0.998328456,0.758765237,0.999991444,1.798162566,0.627428841,0.951425138,0.997070617
442,CTNND1,3.748500138,1.82E-07,3.727817962,4.28E-08,6.482480463,2.05E-14,6.762778139,5.62E-15,1.743515568,0.002077938,-0.711093493,0.999147126,0.108902232,0.998328456,0.298785059,0.999991444,0.399304187,0.994070948,0.476026911,0.997070617
443,CTPS1,-2.657023936,0.000645158,-3.096194012,3.64E-05,-1.276348123,0.059038778,-2.813912205,0.000103174,-3.219523342,1.24E-05,-0.186195534,0.999147126,0.031086566,0.998328456,-0.117487977,0.999991444,0.211899147,0.994070948,0.392758885,0.997070617
444,CTR9,0.061131735,0.931611972,2.061828707,0.001199593,-3.528939974,4.10E-07,-1.742440838,0.004351525,-3.71038464,1.10E-07,-0.164131577,0.999147126,-0.019850395,0.998328456,-0.446022246,0.999991444,0.401596186,0.994070948,-1.052355254,0.825286521
445,CTTN,-1.045874571,0.001200879,-1.449829717,6.54E-06,-0.919042611,0.001745346,-1.978704297,1.11E-08,-0.470229631,0.095520796,0.116133502,0.999147126,0.132321398,0.998328456,0.185812367,0.999991444,-0.177388647,0.994070948,-0.237008521,0.997070617
446,CTU2,0.710077628,0.420845666,1.145261067,0.154182728,3.77265685,1.34E-05,0.428206314,0.598849521,-0.783390528,0.320823025,0.669735579,0.999147126,-0.043280597,0.998328456,0.087872554,0.999991444,-0.652069024,0.975917851,0.727034469,0.997070617
447,CUEDC2,-1.383405581,0.114039028,-0.748621077,0.363837038,0.966465443,0.222439913,-1.356887579,0.086607759,0.043006974,0.957142878,-0.354978369,0.999147126,-0.265014092,0.998328456,-0.953878361,0.999991444,-0.795549621,0.94826547,0.063471906,0.997070617
448,CUL4A,0.38595134,0.625523916,-2.071599489,0.004458631,-1.638058402,0.019185642,-1.484365506,0.032720328,-1.709436372,0.014161403,-1.380519578,0.847058691,0.267448399,0.998328456,0.194791576,0.999991444,1.002583851,0.848161941,-0.10158925,0.997070617
449,CUL4B,-2.845609972,1.42E-05,-1.54866093,0.006111718,-2.860367728,2.87E-06,-2.512947908,2.14E-05,-2.569121384,1.24E-05,-1.779395469,0.299412597,-0.176794484,0.998328456,0.026261562,0.999991444,-0.683480297,0.889543169,-0.272842692,0.997070617
450,CUL5,0.923379517,0.484976492,0.927565814,0.447786307,1.173141479,0.315423368,2.502889324,0.032609552,3.562318401,0.002745605,1.451442563,0.999147126,-0.391351608,0.998328456,0.14281524,0.999991444,-0.271344357,0.994070948,-1.001949405,0.997070617
451,CUX1,-3.284319035,1.16E-05,-1.846322575,0.004288168,-3.554702283,6.13E-07,-0.603737962,0.32820109,-4.583264879,2.08E-09,-0.546682187,0.999147126,0.227678165,0.998328456,0.251080237,0.999991444,-0.514176622,0.975917851,-0.950491524,0.93105441
452,CWC27,-2.00521877,0.000194191,-1.704642179,0.00056103,-3.414883938,3.09E-09,-2.88995288,1.07E-07,-7.661912898,4.19E-19,-0.609641205,0.999147126,0.723908558,0.998328456,-0.250544439,0.999991444,0.044093704,0.994070948,-0.697788507,0.940927036
453,CWF19L1,-2.718567416,0.000314468,-3.695000848,1.06E-06,-2.573280322,0.000203049,-2.414675002,0.000405509,-3.796082718,3.55E-07,0.096830647,0.999147126,0.865720444,0.998328456,0.029446923,0.999991444,0.171178208,0.994070948,1.110371306,0.833320102
454,CWF19L2,-3.080089879,3.36E-06,-1.147029264,0.037175533,-4.027270842,2.20E-09,-4.163368258,9.75E-10,-4.629625953,5.50E-11,0.528790332,0.999147126,-0.70750826,0.998328456,0.2858783,0.999991444,0.441173598,0.97723317,-0.234852245,0.997070617
455,CXADR,6.359552594,1.32E-08,7.76700514,1.71E-11,6.412997445,1.28E-09,6.148848025,3.22E-09,0.708659353,0.399388285,-0.47800792,0.999147126,0.253515527,0.998328456,0.023646856,0.999991444,-1.833771703,0.613571422,-0.150478687,0.997070617
456,STEEP1,1.182873432,0.069973454,0.102881538,0.874863486,-2.634247122,4.49E-05,-0.954062939,0.106050444,-3.367076757,6.23E-07,-0.162189612,0.999147126,0.551805229,0.998328456,0.428535573,0.999991444,0.077738523,0.994070948,-1.008656661,0.837823423
457,CYFIP2,0.034023102,0.97838844,1.178820418,0.296451334,-0.79533455,0.474127808,-1.844095793,0.090251422,-1.404678754,0.199560877,-0.419778578,0.999147126,0.00536478,0.998328456,1.184570567,0.999991444,0.257537055,0.994070948,-0.215210482,0.997070617
458,CYLD,1.167069257,0.043648205,2.810823241,3.12E-06,2.701564637,4.58E-06,3.328332503,8.82E-08,4.673193603,2.68E-11,-1.404915863,0.589779819,-0.288210314,0.998328456,0.355071683,0.999991444,-0.05702961,0.994070948,0.0304411,0.997070617
459,DAB2IP,1.436538561,0.067502665,0.656871003,0.375409343,5.316208474,2.85E-09,4.444893755,1.29E-07,-0.095734999,0.895867327,0.847587908,0.999147126,0.256805072,0.998328456,-0.046751666,0.999991444,-0.031495991,0.99424323,0.228088066,0.997070617
460,DACH1,-1.636255374,0.07762495,-1.442026773,0.095658169,-1.083854,0.196997426,-1.290599059,0.124063154,-2.216939376,0.008905396,1.399247378,0.999147126,-0.456601994,0.998328456,0.023073049,0.999991444,-0.688644762,0.980771353,-0.468989913,0.997070617
461,DACT1,2.988999051,2.93E-05,1.722648753,0.005758092,3.315767118,1.23E-06,2.239454511,0.000360693,6.770840603,3.86E-14,0.23177762,0.999147126,0.498193686,0.998328456,0.666802674,0.999991444,-1.085088016,0.738549153,-0.008793682,0.997070617
462,DARS1,-1.082897892,0.195179113,-2.2981836,0.003826788,-1.295649655,0.085235634,-2.173985896,0.00483595,-2.40244765,0.001864898,0.439361234,0.999147126,0.17026174,0.998328456,-0.03013372,0.999991444,0.095581265,0.994070948,-0.061656804,0.997070617
463,DBN1,-1.396350253,0.104299396,-0.106336282,0.903928642,-1.538575952,0.048823776,-1.663869172,0.033349384,-2.947081292,0.000299343,0.718937659,0.999147126,-0.716640106,0.998328456,0.192878683,0.999991444,0.823323475,0.947250728,0.366818944,0.997070617
464,DBNL,-1.643391114,5.74E-06,-2.12079263,1.00E-08,-1.061867347,0.000617602,-1.488283342,5.86E-06,-0.667341413,0.023567202,0.462361606,0.999147126,0.039079232,0.998328456,-0.251075285,0.999991444,-0.10392056,0.994070948,-0.383521375,0.997070617
465,DBR1,2.290147157,0.012933572,1.461024351,0.086469899,1.1588566,0.161420278,1.204279351,0.145098823,0.283636057,0.741852317,1.309500772,0.999147126,-0.116233893,0.998328456,0.943073492,0.999991444,-0.120207211,0.994070948,0.088528792,0.997070617
466,DCAF13,2.039478739,0.041919948,2.197854469,0.019516665,0.373769536,0.693891484,-0.256928793,0.78614882,-1.337834973,0.14067101,-0.981315867,0.999147126,-0.485609257,0.998328456,0.385739562,0.999991444,-1.049650949,0.916544378,-0.882429406,0.997070617
467,DCAF5,1.82100126,0.04852159,5.892192451,1.60E-08,2.037772914,0.015848768,1.799016542,0.031888239,0.630669155,0.457923652,0.14093189,0.999147126,-1.327595007,0.998328456,0.125753738,0.999991444,-0.004136483,0.997581352,0.366038549,0.997070617
468,DCD,4.253143371,3.55E-06,2.926751289,0.00026409,3.378813809,3.10E-05,3.700972891,6.93E-06,3.009010832,0.000117943,-0.094138729,0.999147126,0.236216639,0.998328456,-1.138915333,0.999991444,1.118463689,0.836514398,0.270520105,0.997070617
469,DCLRE1A,1.49730176,3.78E-07,1.626491637,1.48E-08,0.859021153,0.000417788,0.908177497,0.000202071,-3.206761834,9.43E-17,0.13193838,0.999147126,0.158918725,0.998328456,-0.106341878,0.999991444,0.244471712,0.947250728,-0.290415304,0.997070617
470,DCP1A,-1.877112678,0.000232266,1.826335551,0.000129306,-1.490525047,0.001097887,1.050191551,0.017136594,0.442084653,0.315539279,-0.890434209,0.847058691,-0.359059589,0.998328456,0.04410889,0.999991444,-0.900768767,0.682457072,0.333588803,0.997070617
471,DCP1B,-3.014188311,7.13E-07,0.840793384,0.087782986,-1.087869226,0.024118136,0.02000575,0.971726093,1.797324015,0.000326493,0.764399061,0.999147126,-0.10439248,0.998328456,-1.07703886,0.84032144,0.100073799,0.994070948,0.168347319,0.997070617
472,DCTN1,-0.674172879,0.4084968,-1.63067325,0.029335791,-0.375928933,0.615121529,-0.372469091,0.619911053,-1.909634896,0.008886315,-0.280082638,0.999147126,0.332308694,0.998328456,-0.184413364,0.999991444,-1.266471031,0.743726687,0.38028437,0.997070617
473,DCTN2,-1.829974663,0.015082078,-2.648467278,0.000315377,-2.534289884,0.000422501,-2.616495735,0.000272502,-3.184625583,1.59E-05,-0.112553385,0.999147126,0.33826939,0.998328456,0.197290207,0.999991444,0.51644273,0.993534608,0.316972379,0.997070617
474,DDHD1,-1.469020858,0.122982401,3.033519028,0.000992005,1.531539887,0.075559523,2.980839214,0.000919806,0.116115655,0.895867327,0.328724211,0.999147126,-0.015104982,0.998328456,-1.04089315,0.999991444,-0.005749791,0.997581352,1.066165661,0.997070617
475,DDHD2,-1.976783188,0.007670566,-3.336481351,9.20E-06,-2.359363923,0.000725161,-3.069636922,2.41E-05,-3.028915996,2.40E-05,1.008436327,0.999147126,0.591789756,0.998328456,-0.134469218,0.999991444,-0.778102851,0.916544378,-0.514933215,0.997070617
476,DDOST,0.452776349,0.4767551,-1.048992959,0.069284939,-1.249464973,0.027201559,0.0022218,0.996501328,-1.962043499,0.000740845,-0.023521425,0.999147126,-0.282492955,0.998328456,-0.914332177,0.999991444,0.143680958,0.994070948,0.273264206,0.997070617
477,DDRGK1,1.223530406,0.095570558,0.463887929,0.507797581,1.395082497,0.036889251,0.758712368,0.255044573,-0.21230013,0.759707332,-0.246369964,0.999147126,-0.51966348,0.998328456,0.250730256,0.999991444,-0.112480835,0.994070948,-0.525369464,0.997070617
478,DDX1,-0.755653416,0.255256186,-1.122338737,0.068701474,-0.982224665,0.100871163,0.274822002,0.659843849,-1.439884805,0.016914253,0.661585571,0.999147126,0.277616778,0.998328456,-0.484618901,0.999991444,0.182388782,0.994070948,-0.215936036,0.997070617
479,DDX10,-0.761100493,0.163130454,-0.258982711,0.618549394,-2.216604707,3.98E-05,-2.062056558,9.99E-05,-6.869108968,1.03E-16,-0.291925463,0.999147126,-0.183795331,0.998328456,-0.760791383,0.999991444,-0.57498752,0.916544378,-0.207288675,0.997070617
480,DDX11L8,-4.491458225,5.46E-12,-5.242569705,7.44E-15,-4.826672803,4.68E-14,-4.739146404,7.85E-14,-5.647911,4.11E-16,0.283077638,0.999147126,0.19947737,0.998328456,-0.342241978,0.999991444,-0.09987833,0.994070948,-0.724870886,0.837823423
481,DDX12P,-1.046164406,0.179917706,0.311398503,0.674933673,-1.737726479,0.014831471,-2.259413145,0.001948467,-2.040538159,0.004308439,-0.080507698,0.999147126,-0.584262828,0.998328456,0.623167134,0.999991444,0.363865384,0.994070948,-0.729575846,0.997070617
482,DDX17,-3.840932263,1.56E-06,-0.992178431,0.129308363,-3.142452805,9.49E-06,-4.319026397,2.24E-08,-4.860109537,1.25E-09,0.122500829,0.999147126,0.065051553,0.998328456,-0.399557056,0.999991444,-0.903621629,0.859635563,-0.308017725,0.997070617
483,DDX18,-1.636382677,0.000188153,-0.046372542,0.912838096,-1.263998602,0.001212873,-0.596699067,0.109402319,-5.718150447,5.33E-18,0.022386585,0.999147126,0.251229474,0.998328456,-0.212164834,0.999991444,-0.007537418,0.996572322,-0.399995566,0.997070617
484,DDX20,-1.894992111,0.041652345,1.86162982,0.032306754,1.395786004,0.09624295,1.230517303,0.142697262,0.504816504,0.558691003,0.11512922,0.999147126,-0.097386462,0.998328456,-0.767115104,0.999991444,1.257122271,0.836514398,-0.667445281,0.997070617
485,DDX21,-2.783914399,1.09E-07,-0.17942975,0.672045129,-0.797220585,0.047244759,-1.257840959,0.002359946,-2.291212014,5.72E-07,-0.008057064,0.999147126,-0.196598824,0.998328456,0.171178597,0.999991444,-0.421566655,0.94826547,-0.488278495,0.997070617
486,DDX23,-0.764228853,0.233859912,-2.680390014,3.25E-05,-1.787065607,0.002873629,-2.731792164,1.82E-05,-2.651156028,2.35E-05,-0.386585023,0.999147126,0.055610765,0.998328456,1.000506953,0.999991444,0.301155453,0.994070948,-0.604874562,0.997070617
487,DDX24,-1.283168048,0.074405236,-1.639276969,0.015483729,-1.256811311,0.054262971,-1.017156619,0.117994679,-2.519514322,0.000230536,0.194788403,0.999147126,-0.266308522,0.998328456,-0.432869494,0.999991444,0.216469858,0.994070948,0.636377256,0.997070617
488,DDX31,-1.957695995,0.046720347,-2.581947861,0.005713341,-1.907460906,0.033091033,-1.017254909,0.254006314,-2.757445635,0.002423723,0.495744589,0.999147126,0.619575556,0.998328456,-0.790781716,0.999991444,-0.146989371,0.994070948,0.209170487,0.997070617
489,DDX39A,-0.864033556,0.259265815,-3.112542711,4.84E-05,-1.855496146,0.008516679,-1.717548501,0.01413386,-2.990892524,5.21E-05,0.216542693,0.999147126,1.784579035,0.389742009,0.084905804,0.999991444,0.663472177,0.94826547,0.541469997,0.997070617
490,DDX39B,-1.137606833,0.031872794,-0.566970093,0.251390698,-1.205625215,0.013105227,-0.356677506,0.467022775,-0.772595962,0.106899064,0.181856735,0.999147126,-0.522903072,0.998328456,-0.927599847,0.959964474,0.602136925,0.889543169,0.940576357,0.804344353
491,DDX3X,-0.513950285,0.174823385,-0.641103752,0.068295874,0.339951884,0.321557787,0.015367798,0.970691104,0.735993238,0.031734541,0.270255401,0.999147126,0.112925148,0.998328456,0.281558295,0.999991444,-0.223026989,0.994070948,-0.195212027,0.997070617
492,DDX41,-1.759890989,0.043648205,-1.618745639,0.046693695,-1.434806581,0.069074934,-1.66604397,0.035333719,-3.660153172,1.91E-05,0.668896212,0.999147126,-0.043208433,0.998328456,-0.169925277,0.999991444,0.160148256,0.994070948,0.75408899,0.997070617
493,DDX42,-2.517042475,2.56E-05,-1.289676172,0.01246061,-3.786926024,1.71E-09,-3.230277167,5.43E-08,-8.509448936,1.80E-19,-0.129037774,0.999147126,0.123041543,0.998328456,-0.236588047,0.999991444,0.280156085,0.994070948,-1.000872607,0.804344353
494,DDX46,-1.630200458,4.68E-09,-0.943281648,2.93E-05,-2.530835193,3.04E-15,-2.599640715,1.28E-15,-4.844772779,4.82E-24,-0.142976535,0.999147126,0.020987677,0.998328456,-0.073964031,0.999991444,-0.022625246,0.994070948,-0.409287827,0.804344353
495,DDX5,-1.319559625,4.84E-05,-0.255515351,0.365466929,-0.773480152,0.005528544,-0.472023848,0.082025865,-4.494129555,5.57E-19,-0.059066862,0.999147126,0.067532536,0.998328456,-0.028256661,0.999991444,-0.316086716,0.916544378,-0.343828614,0.997070617
496,DDX50,-2.130919881,0.000768742,-0.948567765,0.094045319,-2.538059392,2.73E-05,-2.922914971,2.63E-06,-3.820831628,1.09E-08,-0.7919565,0.999147126,-1.220933028,0.640881589,-0.203758059,0.999991444,-0.309544511,0.994070948,-0.114169794,0.997070617
497,DDX54,0.103638226,0.952431605,-0.875188335,0.561030689,0.209106168,0.891129304,-0.477860237,0.748148746,-1.373026523,0.340717627,-0.457796434,0.999147126,0.383046845,0.998328456,0.511391481,0.999991444,-0.127548244,0.994070948,0.29120667,0.997070617
498,DDX55,-1.874275186,0.004032458,-2.046362369,0.000940489,-1.511644395,0.010248582,-2.446764594,8.56E-05,-3.307563399,5.73E-07,1.019216487,0.956207381,-0.583342398,0.998328456,0.688941652,0.999991444,-0.540360923,0.963982736,1.212370102,0.770689556
499,DDX59,-1.129429655,0.046844313,-2.461701193,1.95E-05,-1.319529649,0.011500027,-2.067661406,0.000163061,-3.331166225,4.70E-08,0.983419627,0.868945028,0.909496404,0.916774099,1.038737325,0.943717662,-0.281798952,0.994070948,1.249536326,0.560578769
500,DDX6,-2.867975531,0.0032519,-3.101334856,0.000801317,0.002287849,0.997653028,-1.27304321,0.139447687,-3.206347705,0.000367653,0.603168205,0.999147126,-0.080051776,0.998328456,-0.097324586,0.999991444,-0.699534471,0.980771353,3.54602193,0.010566126
501,DENND4C,3.191119344,1.45E-08,2.898644565,2.33E-08,3.718990238,4.08E-11,3.64211555,6.65E-11,1.445028463,0.00082277,-0.271723932,0.999147126,-0.005189408,0.998328456,0.092836707,0.999991444,0.137906545,0.994070948,-0.154612193,0.997070617
502,DENND6A,-3.62761271,8.31E-06,-1.509854272,0.027969731,-3.008860404,3.55E-05,-1.791667017,0.007995904,-0.462277081,0.494802639,-0.001957229,0.999147126,-1.846106707,0.293539596,-1.014889,0.999991444,-0.523179519,0.982308897,0.467371672,0.997070617
503,DEPDC1B,0.656801612,0.363355477,-0.068680575,0.924864886,0.147806265,0.831208334,0.217001653,0.748148746,-0.751487349,0.248305342,-0.077469318,0.999147126,0.486976185,0.998328456,0.055558186,0.999991444,-0.804863199,0.889543169,0.38044665,0.997070617
504,DEPDC7,0.724759637,0.197827602,0.593766346,0.256976384,2.181454175,7.24E-05,0.749127661,0.139405157,0.075901633,0.884885223,-0.061419258,0.999147126,0.592935221,0.998328456,0.96229293,0.977641493,-0.47268608,0.963982736,-0.783684349,0.93105441
505,DFFA,-4.061620756,2.13E-07,-5.223407973,1.39E-10,-3.732710747,1.78E-07,-2.759002997,2.97E-05,-4.257961268,7.94E-09,0.778966244,0.999147126,0.816502936,0.998328456,-0.642961247,0.999991444,0.149281677,0.994070948,-1.825263214,0.214742071
