X,GeneID,logFC_CK1a.ctrl,adjpval_CK1a.ctrl,logFC_CK1aL.ctrl,adjpval_CK1aL.ctrl,logFC_CK1e.ctrl,adjpval_CK1e.ctrl,logFC_CK1d.ctrl,adjpval_CK1d.ctrl,logFC_DVL3.ctrl,adjpval_DVL3.ctrl,logFC_CK1a.wnt3a,adjpval_CK1a.wnt3a,logFC_CK1aL.wnt3a,adjpval_CK1aL.wnt3a,logFC_CK1d.wnt3a,adjpval_CK1d.wnt3a,logFC_CK1e.wnt3a,adjpval_CK1e.wnt3a,logFC_DVL3.wnt3a,adjpval_DVL3.wnt3a
1365,PHF8,-3.346344,1.70E-05,-0.1092281,0.8773066,-0.4239321,0.5176612,-1.322041,0.03990373,-5.830004,1.72E-11,-0.9416781,0.9991471,-0.6639751,0.9983285,-0.5790231,0.9999914,0.3721931,0.9940709,-0.4800363,0.9970706
1366,PHGDH,-1.339407,0.009193903,-1.096901,0.02181588,-3.10458,2.92E-08,-2.561979,1.20E-06,-0.3395221,0.4696946,-0.2423493,0.9991471,-0.5669927,0.9983285,-0.4044143,0.9999914,0.3161099,0.9940709,-0.2811381,0.9970706
1367,PHIP,-1.872573,0.001840339,-3.26707,2.29E-07,-2.757426,3.82E-06,-2.859848,1.88E-06,-3.117952,3.11E-07,-0.1648429,0.9991471,0.6077814,0.9983285,0.005872458,0.9999914,0.3172259,0.9940709,-0.1626171,0.9970706
1368,PHKA1,-1.14355,0.269917,0.6524817,0.5077231,-0.8052475,0.3934363,-1.509323,0.1060042,-1.998437,0.03291088,0.1682368,0.9991471,1.282997,0.9983285,0.4200771,0.9999914,0.09860497,0.9940709,0.9151992,0.9970706
1369,PHKA2,2.470455,0.007680392,5.567175,4.48E-08,5.210845,1.24E-07,1.47897,0.07426095,-0.3965298,0.6402532,0.3746272,0.9991471,0.2572316,0.9983285,0.1424907,0.9999914,0.06310821,0.9940709,0.4234647,0.9970706
1370,PHKB,0.962485,0.1678359,2.992101,2.28E-05,1.147268,0.06907493,0.6617675,0.2965535,-0.7435001,0.241437,0.5071428,0.9991471,-1.109709,0.9259099,0.5651035,0.9999914,-0.3790632,0.9940709,0.56947,0.9970706
1371,PHLDB1,3.917802,3.21E-12,3.816229,7.52E-13,4.594939,2.24E-15,5.130004,7.35E-17,3.981734,1.17E-13,-0.1423322,0.9991471,0.2031303,0.9983285,-0.2690672,0.9999914,0.04009637,0.9940709,-0.03469654,0.9970706
1372,PHLDB2,4.091748,0.000740325,4.641567,6.50E-05,6.074622,6.60E-07,7.077829,2.77E-08,2.368238,0.02482302,0.5981382,0.9991471,0.4265272,0.9983285,-0.6732411,0.9999914,-0.593016,0.9940709,-1.21687,0.9970706
1373,PHLPP1,4.775925,0.002654473,0.3912384,0.7976029,2.118157,0.1302133,2.269428,0.1051708,1.166956,0.411452,0.3747493,0.9991471,2.567919,0.8877529,0.3570744,0.9999914,-0.05384572,0.9942432,0.7477315,0.9970706
1374,PHRF1,1.03772,0.335409,2.02462,0.04247059,0.5338292,0.5928355,0.4732723,0.6360981,-0.6766179,0.4924369,-0.8378923,0.9991471,-0.614402,0.9983285,-0.2805334,0.9999914,-0.6205057,0.9940709,-0.826829,0.9970706
1375,PIAS1,-1.984679,0.001553851,-3.379481,2.61E-07,-2.782089,6.48E-06,-1.688995,0.002853299,-3.562685,4.77E-08,-0.03179255,0.9991471,0.2584291,0.9983285,-1.026007,0.9999163,0.1545655,0.9940709,0.1673192,0.9970706
1376,PIAS4,-1.909451,0.01135762,-1.777094,0.01185134,-1.382306,0.04220348,-1.873978,0.00667128,-2.663295,0.000188144,0.7821673,0.9991471,-0.6460366,0.9983285,0.08522197,0.9999914,0.1497394,0.9940709,-0.2764504,0.9970706
1377,PIBF1,4.976211,7.54E-16,3.694444,4.93E-13,7.914489,1.61E-23,8.045785,9.59E-24,2.092512,2.03E-07,0.01427309,0.9991471,0.05431545,0.9983285,0.06840345,0.9999914,0.06607933,0.9940709,0.1299376,0.9970706
1378,PICALM,-1.991589,0.08727609,-0.9281837,0.3996817,-0.5530463,0.6123023,-1.383683,0.1895267,1.911089,0.07015791,-0.3215014,0.9991471,-0.3765047,0.9983285,-0.241607,0.9999914,0.8503482,0.9807714,-0.376309,0.9970706
1379,PIK3C2A,0.5390554,0.1403245,0.1469902,0.6736245,0.7410554,0.0262484,0.9901955,0.003578648,3.803134,3.05E-14,0.1988787,0.9991471,0.1264747,0.9983285,-0.226879,0.9999914,0.07736049,0.9940709,-0.2931572,0.9970706
1380,PIK3C2B,-1.574983,0.06276242,0.3845604,0.6348731,1.727836,0.02530274,-1.316374,0.0859424,0.6594524,0.3967607,0.2886045,0.9991471,1.092089,0.9983285,-0.647159,0.9999914,-1.178957,0.8195634,-0.5014512,0.9970706
1381,PIK3C3,0.08478829,0.896333,-1.763058,0.002410496,0.06132836,0.916466,1.233465,0.02549423,4.315498,6.18E-10,0.3268373,0.9991471,0.8628943,0.9983285,-0.4313741,0.9999914,0.3534277,0.9940709,-0.04742895,0.9970706
1382,PIK3R4,2.409087,0.000113035,1.284576,0.01916517,7.059094,4.34E-16,6.531779,3.90E-15,4.423706,1.37E-10,0.3953145,0.9991471,-0.4472454,0.9983285,-0.4476088,0.9999914,0.0407336,0.9940709,-0.6065497,0.9970706
1383,PIKFYVE,0.9406956,0.000514528,0.5150895,0.03312672,0.9496224,0.000155638,0.4735852,0.04338389,2.452938,3.89E-13,-0.3878341,0.9991471,-0.3069987,0.9983285,-0.3063796,0.9999914,-0.06961817,0.9940709,-0.2836417,0.9970706
1384,PINX1,-3.434254,3.33E-05,-0.9513198,0.1808115,-1.239241,0.07226481,-4.555459,3.91E-08,-5.148444,2.06E-09,-0.4420446,0.9991471,0.3483728,0.9983285,-0.2352808,0.9999914,-1.685915,0.4666927,0.1376378,0.9970706
1385,PIP,4.218855,0.002439438,1.698487,0.1800124,1.039821,0.4004845,3.401031,0.006586086,1.907278,0.1202447,-0.8060278,0.9991471,-0.8666371,0.9983285,-0.4718765,0.9999914,1.137683,0.9653417,-0.5315561,0.9970706
1386,PJA2,1.840321,0.07118584,2.933211,0.002719862,3.862152,0.00010618,3.758977,0.000143325,-0.1810009,0.8507012,-0.02255627,0.9991471,-0.8982042,0.9983285,-1.420129,0.9999914,-1.430265,0.8139333,0.2167032,0.9970706
1387,PKM,-1.044813,0.06168607,-0.9414826,0.07045173,-1.994953,0.000226076,-1.139033,0.02552627,-1.002011,0.04802477,-0.3055298,0.9991471,0.1349602,0.9983285,-0.5886955,0.9999914,0.3975882,0.9823089,-0.297721,0.9970706
1388,PKN1,0.0693508,0.7878505,-0.3732956,0.1021475,-0.120429,0.5995665,-0.6914993,0.002516902,0.5148398,0.02073521,0.3539692,0.9991471,0.0387508,0.9983285,0.0282079,0.9999914,0.1985831,0.9661565,-0.183525,0.9970706
1389,PKN2,0.3685333,0.1321916,0.2205789,0.3378098,1.912141,9.05E-11,1.850463,1.92E-10,2.252432,8.81E-13,-0.03832223,0.9991471,0.1523637,0.9983285,-0.05514204,0.9999914,0.3137393,0.8596356,0.02921077,0.9970706
1390,PKN3,0.09092032,0.7664286,0.08417388,0.7667991,0.6902,0.009970651,1.028069,0.000233217,0.9833933,0.000343923,-0.2186311,0.9991471,0.04494344,0.9983285,-0.1047461,0.9999914,0.2992378,0.9222129,0.1870223,0.9970706
1391,PLAA,-1.438591,0.02325697,-3.675075,1.12E-07,-3.17662,1.35E-06,-2.95205,4.32E-06,-1.88078,0.001386783,-0.2000891,0.9991471,0.6090802,0.9983285,0.3954476,0.9999914,-0.05302142,0.9940709,-0.2598186,0.9970706
1392,PLCH1,1.395828,0.05600498,1.531462,0.02532854,4.474331,2.60E-08,6.042228,1.93E-11,0.8427501,0.2042403,0.3039837,0.9991471,1.21659,0.8877529,0.1467563,0.9999914,0.634402,0.9482655,-0.8139347,0.9970706
1393,PLCL1,-1.198356,0.5370334,1.220719,0.4981944,0.7652082,0.6692812,0.4524675,0.8002414,-0.7771827,0.6578689,0.3287075,0.9991471,-1.182679,0.9983285,-1.629213,0.9999914,-2.488318,0.8481619,-0.4577204,0.9970706
1394,PLEKHA5,0.6657821,0.01688802,0.6902637,0.008526195,2.880014,3.78E-14,3.403828,2.55E-16,1.082052,5.54E-05,0.1510697,0.9991471,-0.08911443,0.9983285,-0.07805567,0.9999914,0.1288789,0.9940709,-0.2151458,0.9970706
1395,PLEKHA6,2.384122,0.006529836,3.830043,1.39E-05,7.046916,2.93E-11,7.964444,1.01E-12,4.678687,2.39E-07,0.5320268,0.9991471,-1.392068,0.9129882,0.1074536,0.9999914,0.2993126,0.9940709,0.2274112,0.9970706
1396,PLEKHA7,4.097112,1.33E-07,5.553557,1.93E-11,8.376155,9.33E-17,9.271161,3.62E-18,1.624422,0.007013029,-0.5351812,0.9991471,-0.1038053,0.9983285,0.1545084,0.9999914,0.2406533,0.9940709,-0.421824,0.9970706
1397,PLEKHG1,5.008093,1.84E-09,4.476384,4.30E-09,6.830717,4.01E-14,7.113445,1.17E-14,8.225572,1.40E-16,-1.325418,0.8380595,0.394948,0.9983285,-0.2383503,0.9999914,0.7200834,0.9061329,0.4000295,0.9970706
1398,PLEKHG2,0.9404198,0.09539906,0.006251912,0.9905057,0.8240153,0.1062192,0.3208374,0.5439217,3.452302,1.97E-08,-0.5900971,0.9991471,-0.4568386,0.9983285,-0.3815032,0.9999914,-0.1595284,0.9940709,0.09243667,0.9970706
